model,step,tokens_b,loss,l2,ce,plan,lr,sps,log_path
ordered,19200,0.6291456,1.5005,0.6921,0.1715,0.9097,0.000252,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,19300,0.6324224,1.5059,0.6918,0.1844,0.9116,0.000254,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,19400,0.6356992,1.5023,0.6925,0.1732,0.9077,0.000255,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,19500,0.638976,1.4969,0.6886,0.1696,0.9066,0.000256,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,19600,0.6422528,1.5,0.6853,0.1715,0.9041,0.000258,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,19700,0.6455296,1.4915,0.6926,0.1787,0.8975,0.000259,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,19800,0.6488064,1.4835,0.6934,0.1709,0.8908,0.00026,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,19900,0.6520832,1.4932,0.6885,0.1688,0.8959,0.000261,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,20000,0.65536,1.482,0.6886,0.1727,0.889,0.000263,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,20100,0.6586368,1.4766,0.6852,0.1734,0.8859,0.000264,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,20200,0.6619136,1.4794,0.6914,0.1659,0.8844,0.000265,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,20300,0.6651904,1.4852,0.694,0.1632,0.8887,0.000267,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,20400,0.6684672,1.4811,0.688,0.1693,0.8849,0.000268,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,20500,0.671744,1.4744,0.6935,0.1728,0.8777,0.000269,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,20600,0.6750208,1.4688,0.6911,0.1688,0.8754,0.000271,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,20700,0.6782976,1.4684,0.6919,0.1751,0.8761,0.000272,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,20800,0.6815744,1.472,0.6918,0.1737,0.8756,0.000273,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,20900,0.6848512,1.4547,0.6888,0.1756,0.8646,0.000275,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,21000,0.688128,1.4566,0.6893,0.1758,0.8661,0.000276,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,21100,0.6914048,1.4625,0.6887,0.171,0.8699,0.000277,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,21200,0.6946816,1.4583,0.6922,0.1665,0.8581,0.000279,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,21300,0.6979584,1.4587,0.6917,0.168,0.8589,0.00028,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,21400,0.7012352,1.4563,0.6923,0.1665,0.8592,0.000281,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,21500,0.704512,1.442,0.6933,0.1789,0.8489,0.000282,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,21600,0.7077888,1.4453,0.6923,0.1709,0.8494,0.000284,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,21700,0.7110656,1.4435,0.6904,0.1641,0.8485,0.000285,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,21800,0.7143424,1.4402,0.6898,0.1747,0.843,0.000286,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,21900,0.7176192,1.4338,0.6931,0.1679,0.8379,0.000288,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,22000,0.720896,1.4257,0.6864,0.1652,0.8339,0.000289,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,22100,0.7241728,1.4274,0.6898,0.1712,0.8337,0.00029,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,22200,0.7274496,1.423,0.6926,0.1733,0.8286,0.000292,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,22300,0.7307264,1.4146,0.6859,0.1728,0.8244,0.000293,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,22400,0.7340032,1.4177,0.6909,0.1724,0.824,0.000294,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,22500,0.73728,1.4147,0.6912,0.1698,0.8182,0.000296,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,22600,0.7405568,1.4081,0.6867,0.1732,0.8169,0.000297,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,22700,0.7438336,1.4049,0.6897,0.1724,0.8126,0.000298,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,22800,0.7471104,1.406,0.6912,0.1692,0.8133,0.0003,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,22900,0.7503872,1.3914,0.6858,0.1726,0.8048,0.000301,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,23000,0.753664,1.4089,0.6963,0.1783,0.8122,0.000302,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,23100,0.7569408,1.3922,0.6919,0.1731,0.798,0.000304,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,23200,0.7602176,1.3808,0.6863,0.1742,0.7933,0.000305,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,23300,0.7634944,1.3923,0.694,0.1741,0.7946,0.000306,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,23400,0.7667712,1.3856,0.6897,0.1636,0.7893,0.000308,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,23500,0.770048,1.3803,0.6877,0.1688,0.7882,0.000309,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,23600,0.7733248,1.3859,0.6927,0.1652,0.7882,0.00031,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,23700,0.7766016,1.3757,0.6866,0.1696,0.7865,0.000312,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,23800,0.7798784,1.3684,0.6899,0.1686,0.7724,0.000313,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,23900,0.7831552,1.3668,0.6906,0.1716,0.776,0.000314,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,24000,0.786432,1.3659,0.6913,0.1673,0.7669,0.000316,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,24100,0.7897088,1.3615,0.6928,0.1736,0.7641,0.000317,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,24200,0.7929856,1.3529,0.687,0.1764,0.7639,0.000318,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,24300,0.7962624,1.349,0.6881,0.1768,0.7587,0.000319,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,24400,0.7995392,1.3461,0.6924,0.1719,0.7544,0.000321,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,24500,0.802816,1.3497,0.6896,0.1709,0.7499,0.000322,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,24600,0.8060928,1.3443,0.6897,0.1721,0.7544,0.000323,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,24700,0.8093696,1.3406,0.6921,0.1699,0.7449,0.000325,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,24800,0.8126464,1.3334,0.6933,0.1729,0.7397,0.000326,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,24900,0.8159232,1.3361,0.697,0.1676,0.735,0.000327,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,25000,0.8192,1.3423,0.6976,0.1622,0.7358,0.000329,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,25100,0.8224768,1.3275,0.6873,0.1724,0.7368,0.00033,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,25200,0.8257536,1.3228,0.6906,0.1713,0.733,0.000331,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,25300,0.8290304,1.3145,0.6946,0.1771,0.7261,0.000333,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,25400,0.8323072,1.3175,0.6943,0.1805,0.7197,0.000334,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,25500,0.835584,1.3204,0.6909,0.1635,0.7185,0.000335,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,25600,0.8388608,1.3077,0.6914,0.1777,0.7129,0.000337,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,25700,0.8421376,1.2939,0.6839,0.1777,0.7106,0.000338,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,25800,0.8454144,1.3052,0.6945,0.1764,0.7072,0.000339,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,25900,0.8486912,1.3024,0.6896,0.1756,0.7082,0.00034,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,26000,0.851968,1.2958,0.6962,0.1735,0.6954,0.000342,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,26100,0.8552448,1.2873,0.6854,0.171,0.6993,0.000343,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,26200,0.8585216,1.2885,0.692,0.1707,0.6912,0.000344,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,26300,0.8617984,1.2785,0.6886,0.1717,0.6839,0.000346,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,26400,0.8650752,1.2716,0.6854,0.1728,0.6856,0.000347,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,26500,0.868352,1.2727,0.6879,0.1734,0.6834,0.000348,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,26600,0.8716288,1.275,0.6917,0.1715,0.678,0.00035,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,26700,0.8749056,1.2694,0.6836,0.1756,0.6809,0.000351,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,26800,0.8781824,1.2704,0.6902,0.1729,0.6734,0.000352,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,26900,0.8814592,1.2671,0.6923,0.1725,0.6691,0.000354,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,27000,0.884736,1.2682,0.6884,0.1583,0.6731,0.000355,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,27100,0.8880128,1.2625,0.6885,0.1631,0.6653,0.000356,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,27200,0.8912896,1.2582,0.6896,0.166,0.6594,0.000358,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,27300,0.8945664,1.2435,0.6898,0.1827,0.6545,0.000359,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,27400,0.8978432,1.2471,0.6929,0.1764,0.6494,0.00036,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,27500,0.90112,1.2387,0.6926,0.1705,0.6454,0.000361,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,27600,0.9043968,1.2468,0.6936,0.1712,0.6471,0.000363,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,27700,0.9076736,1.226,0.6899,0.1724,0.6415,0.000364,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,27800,0.9109504,1.2366,0.6899,0.1734,0.6406,0.000365,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,27900,0.9142272,1.2272,0.689,0.1727,0.6332,0.000367,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,28000,0.917504,1.2394,0.6925,0.1698,0.6375,0.000368,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,28100,0.9207808,1.2338,0.6937,0.1739,0.6348,0.000369,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,28200,0.9240576,1.2157,0.6917,0.175,0.625,0.000371,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,28300,0.9273344,1.2139,0.6927,0.1733,0.6179,0.000372,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,28400,0.9306112,1.227,0.6945,0.1677,0.6262,0.000373,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,28500,0.933888,1.2105,0.6866,0.1712,0.6185,0.000375,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,28600,0.9371648,1.2113,0.6917,0.1719,0.6183,0.000376,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,28700,0.9404416,1.2068,0.6864,0.1729,0.6183,0.000377,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,28800,0.9437184,1.2103,0.6925,0.1666,0.607,0.000379,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,28900,0.9469952,1.2097,0.6932,0.1752,0.6141,0.00038,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,29000,0.950272,1.1945,0.6881,0.1739,0.6016,0.000381,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,29100,0.9535488,1.1817,0.6899,0.1773,0.5963,0.000382,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,29200,0.9568256,1.1958,0.6915,0.1711,0.6034,0.000384,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,29300,0.9601024,1.1789,0.6859,0.1869,0.5927,0.000385,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,29400,0.9633792,1.1864,0.6957,0.1743,0.586,0.000386,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,29500,0.966656,1.1804,0.6933,0.1822,0.5893,0.000388,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,29600,0.9699328,1.1912,0.695,0.1714,0.5906,0.000389,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,29700,0.9732096,1.1724,0.6914,0.1715,0.5782,0.00039,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,29800,0.9764864,1.1618,0.6815,0.1709,0.5782,0.000392,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,29900,0.9797632,1.1672,0.6876,0.173,0.5785,0.000393,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,30000,0.98304,1.1708,0.6907,0.1791,0.5813,0.000394,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,30100,0.9863168,1.1533,0.6823,0.1738,0.5713,0.000396,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,30200,0.9895936,1.1665,0.689,0.1731,0.574,0.000397,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,30300,0.9928704,1.1575,0.6851,0.18,0.5685,0.000398,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,30400,0.9961472,1.1648,0.6951,0.1793,0.5645,0.0004,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,30500,0.999424,1.1615,0.6914,0.1674,0.5651,0.000401,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,30600,1.0027008,1.1584,0.6989,0.1771,0.558,0.000402,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,30700,1.0059776,1.1455,0.6887,0.1759,0.5509,0.000403,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,30800,1.0092544,1.1374,0.6922,0.173,0.5474,0.000405,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,30900,1.0125312,1.1468,0.6851,0.1713,0.5544,0.000406,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,31000,1.015808,1.1444,0.6954,0.1738,0.5451,0.000407,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,31100,1.0190848,1.1383,0.6951,0.1738,0.5429,0.000409,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,31200,1.0223616,1.1419,0.6938,0.1768,0.5458,0.00041,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,31300,1.0256384,1.141,0.6955,0.1732,0.5439,0.000411,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,31400,1.0289152,1.1494,0.692,0.1724,0.5495,0.000413,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,31500,1.032192,1.1289,0.689,0.1799,0.5388,0.000414,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,31600,1.0354688,1.1145,0.6901,0.1755,0.5306,0.000415,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,31700,1.0387456,1.1197,0.6844,0.1744,0.5344,0.000417,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,31800,1.0420224,1.1254,0.6905,0.1712,0.5272,0.000418,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,31900,1.0452992,1.1175,0.687,0.1706,0.527,0.000419,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,32000,1.048576,1.1256,0.6951,0.171,0.5254,0.000421,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,32100,1.0518528,1.1137,0.6921,0.1738,0.5181,0.000422,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,32200,1.0551296,1.1119,0.6864,0.1723,0.5235,0.000423,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,32300,1.0584064,1.1113,0.6922,0.1743,0.515,0.000424,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,32400,1.0616832,1.109,0.6948,0.1774,0.5154,0.000426,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,32500,1.06496,1.1108,0.6937,0.1746,0.5142,0.000427,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,32600,1.0682368,1.1074,0.6952,0.1798,0.5088,0.000428,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,32700,1.0715136,1.1014,0.6912,0.1609,0.5072,0.00043,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,32800,1.0747904,1.102,0.6901,0.1781,0.5066,0.000431,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,32900,1.0780672,1.1016,0.6916,0.1673,0.5,0.000432,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,33000,1.081344,1.0972,0.6921,0.1747,0.5014,0.000434,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,33100,1.0846208,1.0985,0.6894,0.1755,0.502,0.000435,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,33200,1.0878976,1.0964,0.6906,0.1804,0.5072,0.000436,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,33300,1.0911744,1.0923,0.6919,0.1746,0.4967,0.000438,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,33400,1.0944512,1.0962,0.6879,0.1728,0.4969,0.000439,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,33500,1.097728,1.0729,0.6834,0.1778,0.4882,0.00044,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,33600,1.1010048,1.0856,0.6937,0.1741,0.4918,0.000442,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,33700,1.1042816,1.0774,0.6892,0.1803,0.4887,0.000443,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,33800,1.1075584,1.0873,0.6924,0.168,0.4887,0.000444,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,33900,1.1108352,1.0805,0.689,0.174,0.4885,0.000446,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,34000,1.114112,1.0713,0.6898,0.1707,0.4807,0.000447,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,34100,1.1173888,1.0821,0.696,0.1769,0.4851,0.000448,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,34200,1.1206656,1.0779,0.6894,0.173,0.4797,0.00045,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,34300,1.1239424,1.0734,0.691,0.1786,0.4795,0.000451,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,34400,1.1272192,1.0651,0.6862,0.1656,0.4709,0.000452,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,34500,1.130496,1.0647,0.6927,0.1763,0.4738,0.000454,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,34600,1.1337728,1.073,0.6979,0.169,0.4686,0.000455,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,34700,1.1370496,1.0563,0.6893,0.1768,0.4671,0.000456,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,34800,1.1403264,1.0723,0.6946,0.1799,0.4743,0.000458,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,34900,1.1436032,1.0609,0.6913,0.165,0.4642,0.000459,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,35000,1.14688,1.0595,0.685,0.17,0.466,0.00046,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,35100,1.1501568,1.0711,0.6923,0.174,0.4719,0.000461,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,35200,1.1534336,1.0563,0.6951,0.1724,0.4621,0.000463,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,35300,1.1567104,1.0603,0.6937,0.1752,0.4612,0.000464,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,35400,1.1599872,1.0505,0.6892,0.1725,0.4566,0.000465,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,35500,1.163264,1.0473,0.6947,0.1753,0.4527,0.000467,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,35600,1.1665408,1.0487,0.6898,0.1754,0.4552,0.000468,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,35700,1.1698176,1.0482,0.6942,0.1697,0.4528,0.000469,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,35800,1.1730944,1.046,0.6893,0.1793,0.453,0.000471,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,35900,1.1763712,1.0487,0.6848,0.1747,0.4594,0.000472,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,36000,1.179648,1.0437,0.6925,0.1806,0.4508,0.000473,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,36100,1.1829248,1.0423,0.6904,0.1733,0.4453,0.000475,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,36200,1.1862016,1.0423,0.6922,0.1825,0.4463,0.000476,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,36300,1.1894784,1.0414,0.692,0.1811,0.4477,0.000477,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,36400,1.1927552,1.0303,0.682,0.1874,0.4486,0.000479,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,36500,1.196032,1.0494,0.6893,0.1671,0.4468,0.00048,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,36600,1.1993088,1.0443,0.6937,0.1783,0.4495,0.000481,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,36700,1.2025856,1.0244,0.6902,0.171,0.4297,0.000482,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,36800,1.2058624,1.0353,0.6964,0.1739,0.4373,0.000484,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,36900,1.2091392,1.0317,0.6946,0.1775,0.4406,0.000485,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,37000,1.212416,1.0264,0.69,0.1797,0.4383,0.000486,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,37100,1.2156928,1.0323,0.6909,0.1708,0.4335,0.000488,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,37200,1.2189696,1.022,0.6915,0.1707,0.4328,0.000489,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,37300,1.2222464,1.0252,0.6932,0.169,0.4272,0.00049,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,37400,1.2255232,1.035,0.695,0.1747,0.4305,0.000492,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,37500,1.2288,1.0323,0.689,0.1795,0.4362,0.000493,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,37600,1.2320768,1.0215,0.6918,0.1767,0.4276,0.000494,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,37700,1.2353536,1.0164,0.6835,0.1698,0.429,0.000496,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,37800,1.2386304,1.0383,0.6947,0.1741,0.4358,0.000497,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,37900,1.2419072,1.0153,0.6926,0.1729,0.4164,0.000498,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,38000,1.245184,1.0071,0.6899,0.1805,0.4139,0.0005,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,38100,1.2484608,1.0096,0.692,0.1791,0.4178,0.000501,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,38200,1.2517376,1.0041,0.6923,0.1762,0.4125,0.000502,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,38300,1.2550144,1.0131,0.6939,0.1676,0.4154,0.000503,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,38400,1.2582912,1.006,0.6897,0.183,0.4206,0.000505,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,38500,1.261568,1.0032,0.6859,0.1707,0.4157,0.000506,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,38600,1.2648448,1.0139,0.6928,0.1746,0.4231,0.000507,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,38700,1.2681216,1.0119,0.6976,0.1777,0.4148,0.000509,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,38800,1.2713984,1.0128,0.6931,0.1714,0.4145,0.00051,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,38900,1.2746752,1.0027,0.6943,0.1819,0.4068,0.000511,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,39000,1.277952,0.9961,0.696,0.1816,0.4023,0.000513,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,39100,1.2812288,1.0056,0.6874,0.18,0.4117,0.000514,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,39200,1.2845056,1.006,0.6904,0.1824,0.4151,0.000515,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,39300,1.2877824,0.999,0.6954,0.1695,0.4001,0.000517,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,39400,1.2910592,1.0015,0.6927,0.1707,0.4046,0.000518,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,39500,1.294336,1.0009,0.6913,0.1744,0.4063,0.000519,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
