model,step,tokens_b,loss,l2,ce,plan,lr,sps,log_path
vanilla,72600,2.3789568,0.6016,0.6922,0.1781,0.0,0.000954,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,72700,2.3822336,0.5916,0.6879,0.183,0.0,0.000956,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,72800,2.3855104,0.5938,0.6894,0.1794,0.0,0.000957,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,72900,2.3887872,0.5938,0.6871,0.1774,0.0,0.000958,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,73000,2.392064,0.5952,0.6862,0.1699,0.0,0.00096,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,73100,2.3953408,0.5964,0.6941,0.1785,0.0,0.000961,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,73200,2.3986176,0.5899,0.6881,0.1815,0.0,0.000962,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,73300,2.4018944,0.5894,0.6846,0.1777,0.0,0.000964,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,73400,2.4051712,0.5875,0.6872,0.1824,0.0,0.000965,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,73500,2.408448,0.5999,0.6902,0.1778,0.0,0.000966,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,73600,2.4117248,0.5999,0.6966,0.1787,0.0,0.000968,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,73700,2.4150016,0.5881,0.6841,0.1736,0.0,0.000969,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,73800,2.4182784,0.5909,0.6873,0.1772,0.0,0.00097,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,73900,2.4215552,0.5977,0.6889,0.1831,0.0,0.000971,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,74000,2.424832,0.6026,0.6916,0.1772,0.0,0.000973,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,74100,2.4281088,0.5922,0.6813,0.1775,0.0,0.000974,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,74200,2.4313856,0.5895,0.687,0.1758,0.0,0.000975,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,74300,2.4346624,0.5889,0.6864,0.1798,0.0,0.000977,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,74400,2.4379392,0.5904,0.6864,0.1758,0.0,0.000978,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,74500,2.441216,0.5912,0.6871,0.1758,0.0,0.000979,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,74600,2.4444928,0.5938,0.6945,0.1804,0.0,0.000981,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,74700,2.4477696,0.6012,0.6929,0.1753,0.0,0.000982,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,74800,2.4510464,0.595,0.6879,0.1759,0.0,0.000983,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,74900,2.4543232,0.5987,0.6934,0.1751,0.0,0.000985,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,75000,2.4576,0.5963,0.6869,0.1797,0.0,0.000986,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,75100,2.4608768,0.5966,0.6916,0.1759,0.0,0.000987,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,75200,2.4641536,0.6001,0.6907,0.1841,0.0,0.000989,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,75300,2.4674304,0.5941,0.6892,0.1786,0.0,0.00099,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,75400,2.4707072,0.595,0.6903,0.1808,0.0,0.000991,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,75500,2.473984,0.5921,0.6891,0.174,0.0,0.000992,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,75600,2.4772608,0.5881,0.6853,0.1801,0.0,0.000994,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,75700,2.4805376,0.6009,0.692,0.1776,0.0,0.000995,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,75800,2.4838144,0.5876,0.6871,0.1796,0.0,0.000996,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,75900,2.4870912,0.5997,0.6948,0.1747,0.0,0.000998,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,76000,2.490368,0.5932,0.6873,0.1868,0.0,0.000999,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,76100,2.4936448,0.5878,0.6837,0.1858,0.0,0.001,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,76200,2.4969216,0.5874,0.6889,0.1753,0.0,0.001,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,76300,2.5001984,0.5918,0.6919,0.1804,0.0,0.001,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,76400,2.5034752,0.5917,0.6882,0.17,0.0,0.001,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,76500,2.506752,0.5991,0.6906,0.1781,0.0,0.00101,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,76600,2.5100288,0.5869,0.6827,0.1791,0.0,0.00101,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,76700,2.5133056,0.6006,0.6926,0.1795,0.0,0.00101,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,76800,2.5165824,0.5899,0.6906,0.1795,0.0,0.00101,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,76900,2.5198592,0.6075,0.6899,0.1652,0.0,0.00101,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,77000,2.523136,0.5897,0.6849,0.1849,0.0,0.00101,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,77100,2.5264128,0.592,0.6892,0.1743,0.0,0.00101,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,77200,2.5296896,0.5922,0.6862,0.181,0.0,0.00101,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,77300,2.5329664,0.5961,0.6914,0.1831,0.0,0.00102,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,77400,2.5362432,0.5938,0.6874,0.1799,0.0,0.00102,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,77500,2.53952,0.5898,0.6847,0.1742,0.0,0.00102,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,77600,2.5427968,0.601,0.6914,0.1751,0.0,0.00102,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,77700,2.5460736,0.5968,0.6945,0.1738,0.0,0.00102,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,77800,2.5493504,0.6025,0.6891,0.1726,0.0,0.00102,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,77900,2.5526272,0.5933,0.6913,0.1749,0.0,0.00102,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,78000,2.555904,0.5976,0.6883,0.1737,0.0,0.00103,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,78100,2.5591808,0.5905,0.6861,0.1838,0.0,0.00103,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,78200,2.5624576,0.5962,0.6898,0.1791,0.0,0.00103,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,78300,2.5657344,0.5826,0.6829,0.1815,0.0,0.00103,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,78400,2.5690112,0.5962,0.6933,0.1777,0.0,0.00103,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,78500,2.572288,0.5946,0.691,0.1822,0.0,0.00103,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,78600,2.5755648,0.594,0.691,0.1836,0.0,0.00103,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,78700,2.5788416,0.5956,0.6888,0.1796,0.0,0.00103,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,78800,2.5821184,0.5894,0.6838,0.1806,0.0,0.00104,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,78900,2.5853952,0.5925,0.6877,0.1869,0.0,0.00104,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,79000,2.588672,0.5967,0.6948,0.1774,0.0,0.00104,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,79100,2.5919488,0.6009,0.6909,0.1699,0.0,0.00104,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,79200,2.5952256,0.5832,0.6845,0.1893,0.0,0.00104,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,79300,2.5985024,0.5973,0.6921,0.1712,0.0,0.00104,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,79400,2.6017792,0.59,0.687,0.1773,0.0,0.00104,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,79500,2.605056,0.5891,0.6849,0.1824,0.0,0.00105,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,79600,2.6083328,0.5971,0.6903,0.1838,0.0,0.00105,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,79700,2.6116096,0.5964,0.6885,0.1804,0.0,0.00105,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,79800,2.6148864,0.5962,0.6942,0.1771,0.0,0.00105,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,79900,2.6181632,0.5992,0.6912,0.1784,0.0,0.00105,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,80000,2.62144,0.5943,0.6889,0.1865,0.0,0.00105,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,80100,2.6247168,0.5914,0.6893,0.1843,0.0,0.00105,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,80200,2.6279936,0.5968,0.6936,0.1846,0.0,0.00105,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,80300,2.6312704,0.5982,0.6898,0.1797,0.0,0.00106,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,80400,2.6345472,0.5948,0.6875,0.1782,0.0,0.00106,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,80500,2.637824,0.5958,0.6882,0.182,0.0,0.00106,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,80600,2.6411008,0.5982,0.6887,0.1794,0.0,0.00106,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,80700,2.6443776,0.5934,0.6867,0.1813,0.0,0.00106,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,80800,2.6476544,0.5882,0.686,0.1856,0.0,0.00106,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,80900,2.6509312,0.5973,0.6921,0.1781,0.0,0.00106,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,81000,2.654208,0.596,0.6929,0.1785,0.0,0.00106,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,81100,2.6574848,0.5953,0.6898,0.1716,0.0,0.00107,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,81200,2.6607616,0.5958,0.6905,0.1812,0.0,0.00107,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,81300,2.6640384,0.5991,0.6848,0.1722,0.0,0.00107,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,81400,2.6673152,0.5916,0.688,0.1857,0.0,0.00107,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,81500,2.670592,0.5933,0.6898,0.1813,0.0,0.00107,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,81600,2.6738688,0.593,0.6895,0.1788,0.0,0.00107,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,81700,2.6771456,0.5958,0.6884,0.1764,0.0,0.00107,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,81800,2.6804224,0.5869,0.6888,0.1811,0.0,0.00108,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,81900,2.6836992,0.5919,0.6841,0.1783,0.0,0.00108,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,82000,2.686976,0.5866,0.6826,0.1807,0.0,0.00108,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,82100,2.6902528,0.5954,0.692,0.1851,0.0,0.00108,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,82200,2.6935296,0.5928,0.6917,0.1805,0.0,0.00108,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,82300,2.6968064,0.5924,0.687,0.185,0.0,0.00108,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,82400,2.7000832,0.5856,0.6875,0.1845,0.0,0.00108,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,82500,2.70336,0.5935,0.6935,0.1736,0.0,0.00108,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,82600,2.7066368,0.5861,0.6852,0.1825,0.0,0.00109,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,82700,2.7099136,0.5869,0.6828,0.1889,0.0,0.00109,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,82800,2.7131904,0.5986,0.6936,0.1803,0.0,0.00109,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,82900,2.7164672,0.5929,0.6928,0.1861,0.0,0.00109,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,83000,2.719744,0.5962,0.6903,0.1774,0.0,0.00109,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,83100,2.7230208,0.5972,0.6887,0.1773,0.0,0.00109,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,83200,2.7262976,0.6024,0.6959,0.1738,0.0,0.00109,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,83300,2.7295744,0.5934,0.6897,0.1783,0.0,0.0011,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,83400,2.7328512,0.5932,0.687,0.1796,0.0,0.0011,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,83500,2.736128,0.5939,0.6879,0.1727,0.0,0.0011,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,83600,2.7394048,0.5893,0.6858,0.1818,0.0,0.0011,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,83700,2.7426816,0.5879,0.6871,0.1799,0.0,0.0011,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,83800,2.7459584,0.5947,0.685,0.1774,0.0,0.0011,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,83900,2.7492352,0.5965,0.6879,0.1785,0.0,0.0011,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,84000,2.752512,0.595,0.6875,0.1743,0.0,0.0011,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,84100,2.7557888,0.5969,0.6874,0.1768,0.0,0.00111,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,84200,2.7590656,0.5983,0.6988,0.1797,0.0,0.00111,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,84300,2.7623424,0.6005,0.6886,0.1742,0.0,0.00111,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,84400,2.7656192,0.5956,0.6852,0.1821,0.0,0.00111,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,84500,2.768896,0.5901,0.6866,0.1825,0.0,0.00111,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,84600,2.7721728,0.5919,0.6932,0.183,0.0,0.00111,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,84700,2.7754496,0.5888,0.6853,0.1806,0.0,0.00111,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,84800,2.7787264,0.5951,0.6915,0.1826,0.0,0.00111,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,84900,2.7820032,0.5951,0.697,0.1786,0.0,0.00112,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,85000,2.78528,0.6057,0.6958,0.1812,0.0,0.00112,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,85100,2.7885568,0.5991,0.6929,0.1873,0.0,0.00112,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,85200,2.7918336,0.5979,0.6932,0.1767,0.0,0.00112,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,85300,2.7951104,0.5916,0.684,0.1793,0.0,0.00112,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,85400,2.7983872,0.5977,0.691,0.1751,0.0,0.00112,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,85500,2.801664,0.5959,0.6895,0.1729,0.0,0.00112,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,85600,2.8049408,0.5961,0.6912,0.1805,0.0,0.00113,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,85700,2.8082176,0.5942,0.6878,0.1791,0.0,0.00113,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,85800,2.8114944,0.5935,0.6842,0.1761,0.0,0.00113,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,85900,2.8147712,0.5966,0.6943,0.1804,0.0,0.00113,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,86000,2.818048,0.6011,0.6923,0.179,0.0,0.00113,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,86100,2.8213248,0.5897,0.6849,0.1735,0.0,0.00113,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,86200,2.8246016,0.5922,0.685,0.1743,0.0,0.00113,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,86300,2.8278784,0.5971,0.6868,0.1758,0.0,0.00113,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,86400,2.8311552,0.5949,0.6929,0.1815,0.0,0.00114,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,86500,2.834432,0.5932,0.693,0.1819,0.0,0.00114,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,86600,2.8377088,0.5917,0.6933,0.1809,0.0,0.00114,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,86700,2.8409856,0.592,0.684,0.1846,0.0,0.00114,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,86800,2.8442624,0.6002,0.6941,0.1851,0.0,0.00114,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,86900,2.8475392,0.6023,0.691,0.1676,0.0,0.00114,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,87000,2.850816,0.5945,0.6909,0.1815,0.0,0.00114,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,87100,2.8540928,0.6015,0.6954,0.1834,0.0,0.00114,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,87200,2.8573696,0.5939,0.6853,0.1725,0.0,0.00115,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,87300,2.8606464,0.591,0.6882,0.1828,0.0,0.00115,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,87400,2.8639232,0.5858,0.6878,0.1866,0.0,0.00115,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,87500,2.8672,0.5955,0.6846,0.172,0.0,0.00115,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,87600,2.8704768,0.5952,0.6895,0.1799,0.0,0.00115,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,87700,2.8737536,0.5916,0.6855,0.1715,0.0,0.00115,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,87800,2.8770304,0.5934,0.6896,0.1783,0.0,0.00115,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,87900,2.8803072,0.5987,0.6912,0.1821,0.0,0.00116,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,88000,2.883584,0.5946,0.6873,0.1791,0.0,0.00116,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,88100,2.8868608,0.5827,0.6888,0.1832,0.0,0.00116,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,88200,2.8901376,0.5924,0.6915,0.1813,0.0,0.00116,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,88300,2.8934144,0.5999,0.6901,0.1837,0.0,0.00116,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,88400,2.8966912,0.6019,0.6889,0.1747,0.0,0.00116,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,88500,2.899968,0.5917,0.6858,0.1793,0.0,0.00116,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,88600,2.9032448,0.5915,0.6915,0.1881,0.0,0.00116,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,88700,2.9065216,0.5922,0.692,0.1813,0.0,0.00117,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,88800,2.9097984,0.5954,0.6914,0.1834,0.0,0.00117,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,88900,2.9130752,0.5973,0.6903,0.1733,0.0,0.00117,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,89000,2.916352,0.5943,0.6821,0.1773,0.0,0.00117,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,89100,2.9196288,0.5938,0.6864,0.1815,0.0,0.00117,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,89200,2.9229056,0.5925,0.6891,0.1791,0.0,0.00117,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,89300,2.9261824,0.5942,0.6884,0.1829,0.0,0.00117,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,89400,2.9294592,0.5919,0.6912,0.1837,0.0,0.00118,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,89500,2.932736,0.5943,0.6895,0.1819,0.0,0.00118,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,89600,2.9360128,0.5948,0.6893,0.1844,0.0,0.00118,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,89700,2.9392896,0.5901,0.6862,0.1864,0.0,0.00118,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,89800,2.9425664,0.5962,0.6911,0.1854,0.0,0.00118,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,89900,2.9458432,0.6032,0.6897,0.1707,0.0,0.00118,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,90000,2.94912,0.5941,0.6862,0.1791,0.0,0.00118,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,90100,2.9523968,0.5909,0.6857,0.1844,0.0,0.00118,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,90200,2.9556736,0.5977,0.6885,0.1796,0.0,0.00119,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,90300,2.9589504,0.6008,0.6881,0.1732,0.0,0.00119,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,90400,2.9622272,0.6002,0.6913,0.1825,0.0,0.00119,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,90500,2.965504,0.6038,0.6917,0.1738,0.0,0.00119,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,90600,2.9687808,0.5959,0.6884,0.1862,0.0,0.00119,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,90700,2.9720576,0.592,0.6835,0.1874,0.0,0.00119,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,90800,2.9753344,0.5932,0.6951,0.184,0.0,0.00119,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,90900,2.9786112,0.593,0.6876,0.1881,0.0,0.00119,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,91000,2.981888,0.5895,0.686,0.1855,0.0,0.0012,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,91100,2.9851648,0.5988,0.6913,0.1845,0.0,0.0012,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,91200,2.9884416,0.5912,0.6891,0.1836,0.0,0.0012,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,91300,2.9917184,0.5968,0.6921,0.1787,0.0,0.0012,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,91400,2.9949952,0.5895,0.6864,0.1834,0.0,0.0012,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,91500,2.998272,0.5953,0.6921,0.175,0.0,0.0012,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,91600,3.0015488,0.5909,0.6829,0.1771,0.0,0.0012,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,91700,3.0048256,0.596,0.6889,0.1763,0.0,0.00121,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,91800,3.0081024,0.5996,0.6965,0.1821,0.0,0.00121,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,91900,3.0113792,0.5912,0.6911,0.1844,0.0,0.00121,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,92000,3.014656,0.5951,0.6887,0.1775,0.0,0.00121,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,92100,3.0179328,0.5941,0.6896,0.1869,0.0,0.00121,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,92200,3.0212096,0.6015,0.6871,0.1698,0.0,0.00121,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
