step,loss,l2,ce,plan,lr,sps
177000,0.786,0.6405,0.1449,0.2366,0.002,3.2
177100,0.802,0.6545,0.1469,0.2476,0.002,3.3
177200,0.7878,0.6441,0.1463,0.2365,0.002,3.3
177300,0.8126,0.6532,0.1454,0.2541,0.002,3.3
177400,0.7947,0.6454,0.1423,0.2451,0.002,3.3
177500,0.7984,0.6504,0.1462,0.2462,0.002,3.3
177600,0.7887,0.6425,0.1434,0.2421,0.002,3.3
177700,0.8042,0.6494,0.1482,0.2461,0.002,3.3
177800,0.7939,0.6495,0.1474,0.2429,0.002,3.2
177900,0.7907,0.6436,0.1428,0.2436,0.002,3.3
178000,0.8041,0.6483,0.1398,0.2478,0.002,3.3
178100,0.809,0.6466,0.1429,0.2505,0.002,3.3
178200,0.7912,0.6452,0.146,0.2426,0.002,3.3
178300,0.7955,0.6457,0.1412,0.2438,0.002,3.3
178400,0.804,0.6478,0.1356,0.2435,0.002,3.3
178500,0.7976,0.6482,0.1517,0.2481,0.002,3.3
178600,0.7942,0.6463,0.146,0.2429,0.002,3.3
178700,0.7883,0.641,0.1408,0.239,0.002,3.3
178800,0.785,0.6424,0.1455,0.2406,0.002,3.2
178900,0.7855,0.6434,0.1532,0.2372,0.002,3.3
179000,0.7819,0.6403,0.1428,0.2371,0.002,3.3
179100,0.8054,0.6472,0.1484,0.2523,0.002,3.3
179200,0.7875,0.6416,0.1431,0.2423,0.002,3.3
179300,0.7886,0.6426,0.1483,0.2436,0.002,3.3
179400,0.7899,0.6441,0.1436,0.2349,0.002,3.3
179500,0.7959,0.6436,0.1442,0.2434,0.002,3.3
179600,0.7954,0.6426,0.1424,0.2468,0.002,3.3
179700,0.7852,0.6451,0.1455,0.2362,0.002,3.3
179800,0.7938,0.6441,0.1471,0.247,0.002,3.3
179900,0.7902,0.6449,0.144,0.2401,0.002,3.3
180000,0.7964,0.647,0.1491,0.2463,0.002,3.3
180100,0.787,0.6453,0.1477,0.2402,0.002,3.3
180200,0.7896,0.6424,0.1448,0.2412,0.002,3.3
180300,0.7912,0.6456,0.144,0.2421,0.002,3.3
180400,0.8028,0.646,0.1389,0.251,0.002,3.3
180500,0.8032,0.6471,0.1442,0.2498,0.002,3.2
180600,0.7824,0.6409,0.1426,0.2363,0.002,3.2
180700,0.7896,0.6435,0.1397,0.2427,0.002,3.2
180800,0.8008,0.6463,0.1406,0.2456,0.002,3.2
180900,0.7928,0.6446,0.1446,0.2435,0.002,3.3
181000,0.7863,0.644,0.1417,0.2423,0.002,3.3
181100,0.7901,0.6424,0.1394,0.2399,0.002,3.3
181200,0.79,0.6404,0.1409,0.2402,0.002,3.2
181300,0.7872,0.641,0.144,0.2409,0.002,3.4
181400,0.7975,0.648,0.144,0.2451,0.002,3.3
181500,0.7972,0.6475,0.1477,0.2425,0.002,3.3
181600,0.8031,0.6489,0.1434,0.2487,0.002,3.3
181700,0.797,0.6469,0.1422,0.2496,0.002,3.3
181800,0.7881,0.6451,0.1462,0.2472,0.002,3.3
181900,0.7999,0.6469,0.1412,0.2473,0.002,3.3
182000,0.7988,0.6407,0.1422,0.248,0.002,3.2
182100,0.7944,0.6431,0.1409,0.2404,0.002,3.2
182200,0.7882,0.6416,0.1415,0.2415,0.002,3.3
182300,0.801,0.645,0.1364,0.2466,0.002,3.3
182400,0.7879,0.6425,0.1455,0.2416,0.002,3.2
182500,0.7926,0.6451,0.1393,0.2439,0.002,3.3
182600,0.7891,0.64,0.1426,0.2411,0.002,3.2
182700,0.7849,0.645,0.1476,0.2397,0.002,3.3
182800,0.799,0.6411,0.1462,0.2542,0.002,3.3
182900,0.7895,0.6454,0.1449,0.2423,0.002,3.2
183000,0.793,0.6442,0.1451,0.2431,0.002,3.3
183100,0.7932,0.6455,0.1397,0.2425,0.002,3.3
183200,0.8077,0.6509,0.1453,0.2523,0.002,3.3
183300,0.7876,0.6415,0.1392,0.237,0.002,3.3
183400,0.7799,0.6389,0.1478,0.2356,0.002,3.2
183500,0.7917,0.643,0.1502,0.2382,0.002,3.3
183600,0.7955,0.6443,0.1456,0.2463,0.002,3.3
183700,0.7946,0.6461,0.1424,0.2418,0.002,3.2
183800,0.7843,0.6428,0.1399,0.2344,0.002,3.3
183900,0.7893,0.6412,0.1435,0.2408,0.002,3.3
184000,0.7874,0.6434,0.142,0.2436,0.002,3.3
184100,0.7839,0.6427,0.1436,0.2414,0.002,3.3
184200,0.7915,0.6475,0.1498,0.2428,0.002,3.2
184300,0.7997,0.645,0.1476,0.2499,0.002,3.3
184400,0.7896,0.6452,0.1473,0.2455,0.002,3.3
184500,0.7829,0.6388,0.1425,0.2379,0.002,3.3
184600,0.7837,0.6406,0.1426,0.2359,0.002,3.3
184700,0.7761,0.6378,0.1422,0.2356,0.002,3.3
184800,0.792,0.6446,0.1384,0.2437,0.002,3.3
184900,0.7921,0.6442,0.1451,0.2485,0.002,3.3
185000,0.7922,0.6402,0.1407,0.2439,0.002,3.2
185100,0.7862,0.6441,0.14,0.2369,0.002,3.2
185200,0.7948,0.6448,0.1382,0.2422,0.002,3.3
185300,0.7916,0.643,0.1385,0.2392,0.002,3.3
185400,0.7985,0.6465,0.1412,0.2465,0.002,3.3
185500,0.7856,0.6409,0.1461,0.2414,0.002,3.3
185600,0.8012,0.6479,0.1474,0.2453,0.002,3.2
185700,0.7898,0.6465,0.1402,0.244,0.002,3.3
185800,0.7717,0.6346,0.1405,0.2301,0.002,3.3
185900,0.7934,0.6404,0.143,0.2488,0.002,3.3
186000,0.8022,0.6486,0.1396,0.2489,0.002,3.3
186100,0.7836,0.6406,0.1424,0.2381,0.002,3.3
186200,0.792,0.6483,0.1485,0.2409,0.002,3.3
186300,0.7894,0.6429,0.1386,0.2373,0.002,3.3
186400,0.7983,0.6466,0.1474,0.2484,0.002,3.2
186500,0.7989,0.646,0.1403,0.2467,0.002,3.3
186600,0.7894,0.6434,0.1393,0.2429,0.002,3.3
186700,0.7889,0.6407,0.1455,0.241,0.002,3.3
186800,0.7958,0.6441,0.1335,0.2452,0.002,3.3
186900,0.7919,0.6413,0.147,0.2449,0.002,3.3
187000,0.7999,0.6442,0.1333,0.2467,0.002,3.3
187100,0.7852,0.6407,0.1469,0.2435,0.002,3.3
187200,0.7868,0.6415,0.1407,0.2389,0.002,3.3
187300,0.7884,0.6396,0.1329,0.2396,0.002,3.3
187400,0.8044,0.646,0.1362,0.2505,0.002,3.3
187500,0.7925,0.6436,0.1431,0.2433,0.002,3.3
187600,0.8039,0.646,0.1383,0.2453,0.002,3.3
187700,0.7833,0.6393,0.1459,0.2407,0.002,3.3
187800,0.7772,0.6402,0.1386,0.2397,0.002,3.3
187900,0.7962,0.6466,0.1387,0.2478,0.002,3.3
188000,0.804,0.6449,0.1371,0.2524,0.002,3.3
188100,0.7883,0.6445,0.1406,0.243,0.002,3.3
188200,0.7915,0.6425,0.1388,0.2401,0.002,3.3
188300,0.7825,0.6396,0.1428,0.2379,0.002,3.3
188400,0.7947,0.6438,0.1384,0.2435,0.002,3.3
188500,0.7976,0.6487,0.1396,0.2436,0.002,3.3
188600,0.7841,0.6402,0.1325,0.2383,0.002,3.3
188700,0.7978,0.6441,0.1423,0.2488,0.002,3.3
188800,0.7902,0.6449,0.14,0.2422,0.002,3.3
188900,0.7916,0.6439,0.1456,0.244,0.002,3.3
189000,0.7942,0.6444,0.1359,0.2459,0.002,3.3
189100,0.7763,0.6351,0.1407,0.2358,0.002,3.3
189200,0.7844,0.643,0.1395,0.2397,0.002,3.3
189300,0.794,0.6461,0.144,0.246,0.002,3.3
189400,0.7967,0.6404,0.1438,0.2473,0.002,3.3
189500,0.7856,0.6381,0.1365,0.2395,0.002,3.3
189600,0.7864,0.6427,0.1395,0.24,0.002,3.3
189700,0.803,0.6509,0.1439,0.2456,0.002,3.3
189800,0.7942,0.6419,0.1328,0.2402,0.002,3.3
189900,0.8019,0.6426,0.1392,0.2526,0.002,3.3
190000,0.7918,0.6377,0.1403,0.243,0.002,3.2
190100,0.7983,0.6456,0.1418,0.2486,0.002,3.3
190200,0.7894,0.6417,0.1389,0.2413,0.002,3.2
190300,0.7959,0.6472,0.1412,0.2491,0.002,3.3
190400,0.8004,0.6443,0.1382,0.2454,0.002,3.3
190500,0.7773,0.6399,0.1397,0.2346,0.002,3.3
190600,0.7874,0.6416,0.1471,0.2435,0.002,3.3
190700,0.7765,0.6371,0.141,0.2353,0.002,3.3
190800,0.8012,0.643,0.1421,0.2522,0.002,3.3
190900,0.7933,0.6417,0.1354,0.2434,0.002,3.3
191000,0.7896,0.6402,0.1421,0.2424,0.002,3.3
191100,0.7863,0.6425,0.1406,0.2399,0.002,3.3
191200,0.7798,0.6429,0.1424,0.2379,0.002,3.3
191300,0.7712,0.6379,0.1358,0.2342,0.002,3.3
191400,0.7915,0.6451,0.1404,0.2442,0.002,3.3
191500,0.787,0.6427,0.1445,0.2433,0.002,3.3
191600,0.7778,0.6417,0.1409,0.2311,0.002,3.2
191700,0.786,0.6394,0.1423,0.245,0.002,3.3
191800,0.7852,0.638,0.1434,0.2421,0.002,3.3
191900,0.7811,0.6394,0.1379,0.2356,0.002,3.3
192000,0.786,0.6428,0.1353,0.2378,0.002,3.3
192100,0.7852,0.6403,0.1399,0.2413,0.002,3.2
192200,0.7847,0.6427,0.1438,0.2367,0.002,3.3
192300,0.7948,0.6429,0.14,0.2474,0.002,3.3
192400,0.7852,0.6383,0.1395,0.24,0.002,3.3
192500,0.791,0.6454,0.1382,0.2405,0.002,3.3
192600,0.8028,0.644,0.1385,0.2516,0.002,3.3
192700,0.7876,0.6398,0.1425,0.2389,0.002,3.3
192800,0.7863,0.6374,0.1383,0.24,0.002,3.3
192900,0.7908,0.6441,0.1394,0.2476,0.002,3.3
193000,0.785,0.6402,0.1402,0.24,0.002,3.3
193100,0.803,0.646,0.1347,0.2503,0.002,3.3
193200,0.7934,0.6456,0.1414,0.2404,0.002,3.3
193300,0.7901,0.6412,0.1336,0.2483,0.002,3.3
193400,0.7853,0.6436,0.1347,0.2381,0.002,3.3
193500,0.7948,0.6423,0.1383,0.2443,0.002,3.3
193600,0.7827,0.6399,0.139,0.24,0.002,3.3
193700,0.7846,0.6425,0.1406,0.2397,0.002,3.3
193800,0.7834,0.6399,0.1415,0.2391,0.002,3.3
193900,0.7879,0.641,0.1458,0.2463,0.002,3.3
194000,0.7897,0.6427,0.1406,0.2435,0.002,3.3
194100,0.7919,0.6404,0.1354,0.2434,0.002,3.3
194200,0.7955,0.6477,0.1344,0.2457,0.002,3.3
194300,0.7951,0.6435,0.142,0.2464,0.002,3.3
194400,0.7803,0.6374,0.142,0.2357,0.002,3.3
194500,0.7773,0.6374,0.1435,0.2389,0.002,3.3
194600,0.8034,0.6454,0.1331,0.2499,0.002,3.3
194700,0.7927,0.6435,0.1357,0.2419,0.002,3.3
194800,0.7847,0.6428,0.1417,0.2369,0.002,3.3
194900,0.7946,0.6484,0.1371,0.2489,0.002,3.3
195000,0.8012,0.6438,0.1288,0.2458,0.002,3.2
195100,0.7866,0.6438,0.1363,0.2398,0.002,3.3
195200,0.7957,0.6449,0.1374,0.245,0.002,3.3
195300,0.7928,0.6432,0.1376,0.2415,0.002,3.3
195400,0.7863,0.6404,0.1375,0.2398,0.002,3.3
195500,0.7849,0.6411,0.1383,0.2421,0.002,3.3
195600,0.7923,0.6416,0.1338,0.2455,0.002,3.3
195700,0.7927,0.6421,0.136,0.2446,0.002,3.3
195800,0.7905,0.6419,0.1357,0.2428,0.002,3.3
195900,0.7924,0.6431,0.1386,0.2454,0.002,3.3
196000,0.7981,0.6387,0.1388,0.2487,0.002,3.3
196100,0.8035,0.6483,0.1333,0.2492,0.002,3.3
196200,0.7798,0.6364,0.1246,0.2306,0.002,3.2
196300,0.7901,0.6404,0.1372,0.2419,0.002,3.3
196400,0.7834,0.6407,0.1407,0.237,0.002,3.3
196500,0.7939,0.6459,0.1408,0.2444,0.002,3.3
196600,0.7926,0.647,0.1348,0.2429,0.002,3.2
196700,0.7849,0.6427,0.1381,0.2378,0.002,3.2
196800,0.7787,0.6372,0.1363,0.2365,0.002,3.3
196900,0.795,0.6473,0.1367,0.2483,0.002,3.3
197000,0.792,0.6395,0.1379,0.2461,0.002,3.3
197100,0.7974,0.6463,0.1415,0.2425,0.002,3.3
197200,0.81,0.6468,0.1323,0.2534,0.002,3.3
197300,0.7895,0.6451,0.1386,0.2421,0.002,3.3
197400,0.7825,0.6421,0.1376,0.2393,0.002,3.3
197500,0.7784,0.6374,0.1377,0.2369,0.002,3.2
197600,0.7846,0.6374,0.1401,0.2382,0.002,3.3
197700,0.7894,0.6422,0.1347,0.2436,0.002,3.2
197800,0.7901,0.6472,0.1415,0.2437,0.002,3.3
197900,0.7841,0.6401,0.137,0.2359,0.002,3.3
198000,0.7852,0.6433,0.1368,0.2389,0.002,3.2
198100,0.8008,0.6431,0.1298,0.2489,0.002,3.2
198200,0.7955,0.6417,0.1306,0.2426,0.002,3.3
198300,0.7978,0.6438,0.1453,0.2495,0.002,3.3
198400,0.773,0.6345,0.1367,0.2326,0.002,3.3
198500,0.7785,0.64,0.1372,0.2359,0.002,3.2
198600,0.7902,0.6447,0.1345,0.2378,0.002,3.3
198700,0.7833,0.6402,0.135,0.2384,0.002,3.3
198800,0.768,0.6402,0.142,0.2337,0.002,3.3
198900,0.7906,0.6426,0.135,0.2456,0.002,3.3
199000,0.7947,0.6452,0.1386,0.2397,0.002,3.3
199100,0.796,0.6425,0.1379,0.2483,0.002,3.3
199200,0.7828,0.6402,0.1363,0.236,0.002,3.3
199300,0.7872,0.6422,0.1365,0.2434,0.002,3.3
199400,0.7915,0.6432,0.1396,0.2426,0.002,3.2
199500,0.7887,0.6396,0.1321,0.2415,0.002,3.3
199600,0.7884,0.6421,0.137,0.2421,0.002,3.3
199700,0.7865,0.6413,0.14,0.241,0.002,3.3
199800,0.7809,0.6377,0.1345,0.2393,0.002,3.3
199900,0.797,0.6404,0.1304,0.2437,0.002,3.3
200000,0.7927,0.643,0.1371,0.2458,0.002,3.3
200100,0.7929,0.6456,0.1369,0.2449,0.002,3.3
200200,0.7884,0.639,0.1286,0.2387,0.002,3.3
200300,0.7835,0.6389,0.1321,0.2374,0.002,3.3
200400,0.7828,0.643,0.1399,0.2385,0.002,3.3
200500,0.7851,0.6345,0.1336,0.2408,0.002,3.3
200600,0.8016,0.6427,0.1303,0.2428,0.002,3.3
200700,0.7868,0.6404,0.1408,0.242,0.002,3.2
200800,0.7974,0.6454,0.1346,0.2447,0.002,3.3
200900,0.7999,0.6482,0.1365,0.2452,0.002,3.3
201000,0.78,0.641,0.139,0.2422,0.002,3.3
201100,0.7917,0.6446,0.1304,0.2397,0.002,3.3
201200,0.7871,0.6404,0.1373,0.243,0.002,3.3
201300,0.7811,0.6374,0.135,0.2368,0.002,3.3
201400,0.7787,0.6423,0.1379,0.2342,0.002,3.3
201500,0.7791,0.6385,0.1397,0.2407,0.002,3.3
201600,0.7873,0.6444,0.1415,0.244,0.002,3.3
201700,0.7891,0.6439,0.1372,0.2412,0.002,3.3
201800,0.7918,0.645,0.1353,0.2491,0.002,3.3
201900,0.7894,0.6444,0.1382,0.2423,0.002,3.2
202000,0.7856,0.642,0.1343,0.2403,0.002,3.3
202100,0.7957,0.6454,0.1375,0.2475,0.002,3.3
202200,0.7926,0.6416,0.1396,0.2455,0.002,3.3
202300,0.7879,0.6459,0.136,0.2441,0.002,3.3
202400,0.7811,0.6372,0.1392,0.2383,0.002,3.3
202500,0.7861,0.6415,0.1335,0.2402,0.002,3.3
202600,0.7884,0.6454,0.1373,0.2378,0.002,3.3
202700,0.7805,0.6404,0.1349,0.2381,0.002,3.3
202800,0.7797,0.6375,0.1384,0.2389,0.002,3.3
202900,0.7808,0.6391,0.1355,0.2351,0.002,3.3
203000,0.788,0.6446,0.1337,0.2426,0.002,3.3
203100,0.7896,0.64,0.138,0.2433,0.002,3.3
203200,0.7801,0.6383,0.135,0.2389,0.002,3.3
203300,0.7804,0.6384,0.1366,0.2406,0.002,3.3
203400,0.7951,0.642,0.1295,0.2438,0.002,3.3
203500,0.7769,0.6372,0.1299,0.2365,0.002,3.3
203600,0.7849,0.6419,0.1346,0.2438,0.002,3.2
203700,0.7857,0.6431,0.1406,0.2418,0.002,3.3
203800,0.7831,0.6382,0.1343,0.2403,0.002,3.3
203900,0.7816,0.643,0.1356,0.238,0.002,3.3
204000,0.7809,0.6434,0.1351,0.2387,0.002,3.3
204100,0.7866,0.6433,0.132,0.24,0.002,3.3
204200,0.7764,0.639,0.1374,0.2382,0.002,3.3
204300,0.7922,0.6411,0.1262,0.2423,0.002,3.3
204400,0.7873,0.6417,0.1336,0.2411,0.002,3.2
204500,0.7936,0.6426,0.1355,0.2396,0.002,3.3
204600,0.7816,0.6401,0.1344,0.2382,0.002,3.3
204700,0.7907,0.6385,0.1287,0.2449,0.002,3.3
204800,0.7852,0.6446,0.1292,0.2382,0.002,3.3
204900,0.7851,0.6393,0.1317,0.2442,0.002,3.3
205000,0.7872,0.6396,0.1279,0.2396,0.002,3.2
205100,0.7889,0.6399,0.1266,0.2411,0.002,3.3
205200,0.7921,0.6414,0.1315,0.2467,0.002,3.3
205300,0.7835,0.638,0.1309,0.2416,0.002,3.3
205400,0.7858,0.6428,0.1317,0.2399,0.002,3.3
205500,0.7923,0.6448,0.135,0.2482,0.002,3.3
205600,0.7984,0.6445,0.1242,0.2462,0.002,3.3
205700,0.7791,0.6364,0.1345,0.2377,0.002,3.3
205800,0.7797,0.6378,0.1304,0.2371,0.002,3.3
205900,0.771,0.6352,0.1325,0.2342,0.002,3.3
206000,0.786,0.6396,0.1307,0.2433,0.002,3.3
206100,0.7909,0.6434,0.1335,0.2449,0.002,3.3
206200,0.7915,0.6429,0.1313,0.2475,0.002,3.3
206300,0.779,0.6414,0.1313,0.2349,0.002,3.3
206400,0.7839,0.6413,0.1263,0.2419,0.002,3.2
206500,0.7973,0.6463,0.1306,0.2478,0.002,3.3
206600,0.7894,0.647,0.1318,0.2411,0.002,3.3
206700,0.7945,0.6441,0.1304,0.2536,0.002,3.3
206800,0.7774,0.6419,0.1323,0.2347,0.002,3.3
206900,0.7748,0.6363,0.1246,0.2305,0.002,3.3
207000,0.7715,0.6362,0.1316,0.2303,0.002,3.3
207100,0.7908,0.6418,0.1325,0.2417,0.002,3.2
207200,0.7797,0.6377,0.1262,0.2388,0.002,3.3
207300,0.7897,0.6415,0.1319,0.2415,0.002,3.3
207400,0.787,0.6467,0.1301,0.2434,0.002,3.3
207500,0.7852,0.6377,0.1318,0.242,0.002,3.3
207600,0.7817,0.6388,0.1343,0.2403,0.002,3.3
207700,0.7867,0.6391,0.1283,0.2455,0.002,3.3
207800,0.7834,0.6395,0.1295,0.236,0.002,3.3
207900,0.7844,0.6414,0.1341,0.243,0.002,3.3
208000,0.7887,0.6438,0.1288,0.2472,0.002,3.3
208100,0.7937,0.6435,0.1341,0.2414,0.002,3.3
208200,0.7864,0.6376,0.1354,0.2412,0.002,3.3
208300,0.7823,0.6396,0.1338,0.2385,0.002,3.3
208400,0.7946,0.6457,0.1334,0.2541,0.002,3.2
208500,0.7783,0.6345,0.1355,0.2378,0.002,3.3
208600,0.7798,0.6402,0.1377,0.2368,0.002,3.3
208700,0.7873,0.6417,0.1303,0.2426,0.002,3.3
208800,0.792,0.6443,0.133,0.2459,0.002,3.3
208900,0.7827,0.637,0.1324,0.2385,0.002,3.3
209000,0.7859,0.6427,0.1257,0.2371,0.002,3.3
209100,0.7833,0.6421,0.1271,0.2386,0.002,3.3
209200,0.7883,0.6394,0.128,0.2425,0.002,3.3
209300,0.7851,0.6429,0.1321,0.2379,0.002,3.3
209400,0.7864,0.6408,0.1321,0.2447,0.002,3.2
209500,0.7792,0.6406,0.1307,0.2359,0.002,3.2
209600,0.7793,0.6381,0.132,0.2375,0.002,3.3
209700,0.7962,0.6455,0.1301,0.2434,0.002,3.3
209800,0.7779,0.6373,0.1363,0.2417,0.002,3.3
209900,0.7848,0.6402,0.1306,0.2397,0.002,3.3
210000,0.7821,0.6384,0.1361,0.239,0.002,3.3
210100,0.7811,0.6409,0.1326,0.2385,0.002,3.3
210200,0.7764,0.6354,0.1299,0.2341,0.002,3.3
210300,0.7837,0.6402,0.1241,0.2363,0.002,3.3
210400,0.7905,0.6426,0.129,0.2447,0.002,3.3
210500,0.7844,0.6412,0.1294,0.2379,0.002,3.3
210600,0.7925,0.6442,0.1289,0.245,0.002,3.3
210700,0.7715,0.6384,0.13,0.2329,0.002,3.2
210800,0.7715,0.636,0.1229,0.2361,0.002,3.3
210900,0.7849,0.6409,0.1303,0.243,0.002,3.3
211000,0.7872,0.6426,0.1363,0.2438,0.002,3.3
211100,0.7924,0.6432,0.1294,0.2461,0.002,3.2
211200,0.7812,0.6405,0.1324,0.2363,0.002,3.3
211300,0.7894,0.6447,0.1292,0.2383,0.002,3.3
211400,0.7819,0.6438,0.1305,0.237,0.002,3.3
211500,0.7737,0.6353,0.1304,0.2365,0.002,3.3
211600,0.7858,0.6398,0.1298,0.2395,0.002,3.3
211700,0.785,0.6406,0.132,0.2419,0.002,3.3
211800,0.7843,0.6387,0.1281,0.2388,0.002,3.3
211900,0.7907,0.6376,0.1286,0.2434,0.002,3.2
212000,0.7877,0.6419,0.1312,0.2437,0.002,3.2
212100,0.7886,0.6439,0.1329,0.2461,0.002,3.3
212200,0.7862,0.6439,0.1316,0.2439,0.002,3.3
212300,0.7689,0.6333,0.1298,0.2355,0.002,3.3
212400,0.791,0.6393,0.1282,0.2436,0.002,3.3
212500,0.7871,0.6441,0.1265,0.2429,0.002,3.2
212600,0.7746,0.6356,0.1273,0.2329,0.002,3.3
212700,0.7729,0.6372,0.1337,0.2379,0.002,3.3
212800,0.798,0.6445,0.127,0.2509,0.002,3.3
212900,0.7858,0.6419,0.131,0.2439,0.002,3.3
213000,0.7859,0.6405,0.122,0.2431,0.002,3.3
213100,0.7614,0.6284,0.1304,0.2277,0.002,3.2
213200,0.7853,0.6419,0.126,0.2427,0.002,3.3
213300,0.783,0.6382,0.1282,0.2403,0.002,3.3
213400,0.7916,0.6427,0.1281,0.2442,0.002,3.3
213500,0.7698,0.6354,0.1276,0.2357,0.002,3.2
213600,0.7852,0.6394,0.1267,0.2418,0.002,3.3
213700,0.7835,0.6391,0.1311,0.2411,0.002,3.3
213800,0.7789,0.6422,0.1341,0.2385,0.002,3.3
213900,0.7668,0.6311,0.1237,0.2272,0.002,3.3
214000,0.774,0.6372,0.1245,0.2358,0.002,3.3
214100,0.7832,0.6392,0.1203,0.2381,0.002,3.3
214200,0.7821,0.6397,0.1248,0.2398,0.002,3.3
214300,0.7837,0.6364,0.1262,0.2393,0.002,3.3
214400,0.7799,0.6382,0.1231,0.2369,0.002,3.3
214500,0.7858,0.6414,0.1315,0.2435,0.002,3.3
214600,0.781,0.6397,0.13,0.2396,0.002,3.3
214700,0.7743,0.6361,0.1308,0.2383,0.002,3.3
214800,0.7745,0.6367,0.1267,0.2361,0.002,3.2
214900,0.7804,0.6377,0.1237,0.2381,0.002,3.3
215000,0.7801,0.6387,0.1267,0.244,0.002,3.3
215100,0.7812,0.6424,0.1241,0.2432,0.002,3.3
215200,0.762,0.6343,0.1299,0.2291,0.002,3.3
215300,0.7898,0.643,0.1293,0.2438,0.002,3.3
215400,0.8009,0.643,0.125,0.2522,0.002,3.3
215500,0.784,0.6412,0.1288,0.2428,0.002,3.3
215600,0.7886,0.6397,0.128,0.2419,0.002,3.3
215700,0.7771,0.6417,0.1325,0.2395,0.002,3.3
215800,0.7801,0.6377,0.1282,0.2363,0.002,3.3
215900,0.7805,0.6395,0.1214,0.2377,0.002,3.3
216000,0.7876,0.6463,0.128,0.2445,0.002,3.3
216100,0.7909,0.6418,0.1293,0.2449,0.002,3.3
216200,0.7742,0.6367,0.127,0.2358,0.002,3.3
216300,0.781,0.6367,0.1277,0.2429,0.002,3.3
216400,0.7792,0.6364,0.125,0.2379,0.002,3.3
216500,0.7829,0.6398,0.1279,0.2438,0.002,3.3
216600,0.7879,0.6382,0.1185,0.2394,0.002,3.3
216700,0.8013,0.6467,0.1267,0.2465,0.002,3.2
216800,0.7833,0.6441,0.1299,0.239,0.002,3.3
216900,0.7768,0.6419,0.1299,0.2349,0.002,3.3
217000,0.7804,0.6365,0.1287,0.2391,0.002,3.2
217100,0.7864,0.6413,0.1289,0.2422,0.002,3.3
217200,0.7862,0.6403,0.1235,0.2428,0.002,3.3
217300,0.7845,0.6377,0.1243,0.2408,0.002,3.3
217400,0.7819,0.643,0.1302,0.2407,0.002,3.3
217500,0.7809,0.6382,0.1266,0.2387,0.002,3.2
217600,0.7791,0.6389,0.1284,0.2409,0.002,3.3
217700,0.7824,0.6406,0.1233,0.2352,0.002,3.3
217800,0.7812,0.6392,0.1247,0.2393,0.002,3.3
217900,0.7806,0.6391,0.1274,0.2388,0.002,3.3
218000,0.7796,0.6364,0.1241,0.2377,0.002,3.3
218100,0.7796,0.6377,0.1227,0.2401,0.002,3.2
218200,0.7828,0.6404,0.1238,0.2375,0.002,3.3
218300,0.7802,0.6405,0.1204,0.2388,0.002,3.3
218400,0.7955,0.6437,0.1276,0.2513,0.002,3.3
218500,0.7738,0.6405,0.128,0.2354,0.002,3.3
218600,0.7978,0.6435,0.124,0.2479,0.002,3.3
218700,0.7802,0.6426,0.1229,0.2369,0.002,3.3
218800,0.7679,0.6334,0.126,0.2362,0.002,3.3
218900,0.7851,0.6447,0.1299,0.2439,0.002,3.3
219000,0.7808,0.6383,0.1239,0.2357,0.002,3.3
219100,0.7848,0.6387,0.1248,0.2397,0.002,3.3
219200,0.7758,0.6373,0.127,0.238,0.002,3.2
219300,0.7804,0.6402,0.1238,0.2404,0.002,3.3
219400,0.7737,0.6349,0.1222,0.2299,0.002,3.3
219500,0.7866,0.6428,0.1271,0.244,0.002,3.3
219600,0.7743,0.6402,0.1221,0.2388,0.002,3.3
219700,0.7781,0.6375,0.1276,0.2391,0.002,3.3
219800,0.78,0.6395,0.1174,0.2335,0.002,3.3
219900,0.7755,0.641,0.1237,0.2345,0.002,3.3
220000,0.7751,0.6372,0.1238,0.2376,0.002,3.3
220100,0.7846,0.6405,0.128,0.2427,0.002,3.3
220200,0.7734,0.6371,0.1272,0.2356,0.002,3.3
220300,0.7859,0.6399,0.1272,0.2448,0.002,3.3
220400,0.7772,0.64,0.1227,0.2341,0.002,3.2
220500,0.7795,0.6385,0.1301,0.244,0.002,3.3
220600,0.7778,0.6412,0.1266,0.2384,0.002,3.2
220700,0.7748,0.6377,0.1243,0.2311,0.002,3.3
220800,0.7845,0.6445,0.125,0.2433,0.002,3.3
220900,0.7791,0.6409,0.1265,0.2409,0.002,3.3
221000,0.7756,0.6339,0.1236,0.2365,0.002,3.3
221100,0.7758,0.6369,0.1228,0.2313,0.002,3.3
221200,0.7828,0.6393,0.1308,0.2447,0.002,3.2
221300,0.782,0.638,0.1267,0.2349,0.002,3.3
221400,0.772,0.6352,0.1268,0.2353,0.002,3.2
221500,0.7763,0.6367,0.1242,0.2366,0.002,3.2
221600,0.7957,0.64,0.1252,0.2493,0.002,3.2
221700,0.7666,0.6335,0.1262,0.2344,0.002,3.3
221800,0.7838,0.6412,0.1225,0.2408,0.002,3.3
221900,0.7747,0.6371,0.1285,0.2382,0.002,3.3
222000,0.7848,0.6425,0.1233,0.2426,0.002,3.3
222100,0.7857,0.6441,0.1231,0.2414,0.002,3.3
222200,0.792,0.6429,0.1235,0.2458,0.002,3.3
222300,0.7698,0.6377,0.1255,0.2374,0.002,3.3
222400,0.7813,0.6424,0.1184,0.2343,0.002,3.3
222500,0.7832,0.6403,0.1257,0.2454,0.002,3.3
